50	3	1	1	0	1	7.9	3.9	4.3	5.8	4.4	6.9	5.8	4.7	5.2	3.6	4.1	4.2	4.3	8.6	7.8	7.6	61.1	1
51	1	0	1	1	0	6.7	3.6	5.9	4.2	3.4	4.7	4.8	7.2	5.7	5.3	4	3.6	2.8	5.4	7.5	7.2	48.1	0
52	3	1	0	0	0	8.2	2.7	3.7	7.4	2.7	7.9	3.1	5.3	5.3	5	4.5	4.3	4.9	5.7	7.1	8.2	67.1	1
53	3	0	1	1	1	9.4	2.5	4.8	6.1	3.2	7.3	4.6	6.3	6.3	9.2	4.7	4.6	4.6	8.7	9	9	66.1	1
54	1	1	0	0	1	6.9	3.4	5.7	4.4	3.3	6.4	4.7	5.2	6.4	4.4	3.2	2.7	3.3	6.1	7	7.2	44.1	0
55	2	1	1	1	0	8	3.3	3.8	5.8	3.2	4.6	4.7	8.7	5.3	4.2	4.9	6.6	4.2	7.3	8.1	8.1	62.1	1
56	3	1	0	0	0	9.3	3.8	7.3	5.7	3.7	6.4	5.5	7.4	6.6	5.9	4.1	3.2	3.4	7.7	7.6	8.9	59.1	1
57	2	0	1	1	1	7.4	5.1	4.8	7.7	4.5	7.2	6.9	9.6	6.4	7.4	5.7	6.5	5.5	9	7.9	8.8	74.1	1
58	3	1	0	0	0	7.6	3.6	5.2	5.8	5.6	6.6	5.4	4.4	6.7	6.4	4.6	3.9	4	8.2	7.5	7.5	58.1	1
59	3	1	0	0	0	10	4.3	5.3	3.7	4.2	5.4	4.5	3.8	6.7	4.5	3.7	4	3.5	7.1	6.5	7	67.1	0
60	3	1	1	1	0	9.9	2.8	7.2	6.9	2.6	5.8	3.5	5.4	6.2	7	5.6	4.9	4	7.9	8.5	8.5	61.1	1
61	3	0	0	0	0	8.7	3.2	8.4	6.1	2.8	7.8	3.8	4.9	7.2	4.5	5.4	3.9	4.5	6.6	6.9	7.2	71.1	1
62	2	0	1	1	1	8.4	3.8	6.7	5	4.5	4.7	5.9	6.7	5.1	4.2	2.7	5	3.6	8	7.6	8.8	63.1	1
63	1	0	0	0	1	8.8	3.9	3.8	5.1	4.3	4.7	4.8	5.8	5	7.2	4.4	3.7	2.9	6.3	5.5	8	44.1	0
64	1	0	1	1	0	7.7	2.2	6.3	4.5	2.4	4.7	3.4	6.2	6	4.7	3.3	3.1	2.6	6	6	8.1	47.1	0
65	1	0	1	1	0	6.6	3.6	5.8	4.1	4.9	4.7	4.8	7.2	6.5	3.9	3.5	3.6	2.8	5.4	6.9	7.1	48.1	0
66	2	1	1	1	0	5.7	3.8	3.5	6.7	5.4	5.7	6	8.2	5.4	5	4.7	7.3	5.2	7.6	6.9	9	60.1	1
67	2	1	0	1	0	5.7	4	7.9	6.4	2.7	5.5	5.1	6.2	7.5	6.4	5	6.2	4.5	6.4	5.6	6.2	50.1	0
68	2	1	0	1	1	5.5	3.7	4.7	5.4	4.3	5.3	4.9	6	5.6	2.5	4.5	5.9	4.3	6.1	6.3	8.2	48.1	0
69	1	1	1	1	0	7.5	3.5	3.8	3.5	2.9	4.1	4.5	7.6	5.1	5.2	4	5.4	3.4	5.2	5.8	5.8	51.1	0
70	2	0	1	1	0	6.4	3.6	2.7	5.3	3.9	3.9	5.3	7.1	5.2	5.5	4.7	6.6	3.9	6.6	6.6	8	58.1	1
71	3	0	0	1	0	9.1	4.5	6.1	5.9	6.3	5.3	7.1	8.4	7.1	5.7	5.4	6.1	4.4	7.6	7.5	7.7	67.1	0
72	1	1	0	0	1	6.7	3.2	3	3.7	4.8	6.3	4.5	5	5.2	2.5	2.9	2.6	3.1	5.8	6	7	43.1	0
73	2	0	1	1	0	6.5	4.3	2.7	6.6	6.5	6.3	6	8.7	4.7	6.3	4.6	5.6	4.6	7.9	6.6	7.9	66.1	0
74	3	0	1	1	1	9.9	3.7	7.5	4.7	5.6	7	6.7	6.8	7.2	4.6	4.1	3.4	3.9	8.6	8.8	9.8	66.1	1
75	2	0	1	1	1	8.5	3.9	5.3	5.5	5	4.9	6	6.8	5.7	3.6	4.4	5.1	3.7	8.2	7	8.4	65.1	1
76	3	0	0	0	0	9.9	3	6.8	5	5.4	5.9	4.8	4.9	7.3	7.6	3.1	4.3	3.8	7.1	6.6	8.9	63.1	1
77	1	0	0	1	1	7.6	3.6	7.6	4.6	4.7	4.6	5	7.4	8.1	6.6	4.5	5.8	3.9	6.4	6.9	7.5	49.1	0
78	2	1	0	0	1	9.4	3.8	7	6.2	4.7	6.5	4.9	8.5	7.3	2.4	4.3	4.5	4.1	7.6	7.3	8	61.1	1
79	3	0	0	0	1	9.3	3.5	6.3	7.6	5.5	7.5	5.9	4.6	6.6	3.1	5.2	4.1	4.6	8.9	7.3	8.1	72.1	1
80	1	1	1	1	0	7.1	3.4	4.9	4.1	4	5	5.9	7.8	6.1	3.5	2.6	3.1	2.7	5.7	5.8	7.6	44.1	0
81	3	0	1	0	0	9.9	3	7.4	4.8	4	5.9	4.8	4.9	5.9	6.9	3.2	4.3	3.8	7.1	7.9	8.8	63.1	0
82	3	0	0	0	0	8.7	3.2	6.4	4.9	2.4	6.8	4.6	6.8	6.3	5.1	4.3	3.7	4	7.4	7.3	8	68.1	1
83	2	0	0	0	1	8.6	2.9	5.8	3.9	2.9	5.6	4	6.3	6.1	4	2.7	3	3	6.6	6.1	8.5	53.1	0
84	1	1	0	1	0	6.4	3.2	6.7	3.6	2.2	2.9	5	8.4	7.3	6.5	2	3.7	1.6	5	5.1	6.5	37.1	0
85	2	0	0	0	1	7.7	2.6	6.7	6.6	1.9	7.2	4.3	5.9	6.5	4.1	4.7	3.9	4.3	8.2	7.5	7.7	52.1	1
86	1	1	1	1	0	7.5	3.5	4.1	4.5	3.5	4.1	4.5	7.6	4.9	2.8	3.4	5.4	3.4	5.2	6	7.2	51.1	0
87	1	0	0	1	0	5	3.6	1.3	3	3.5	4.2	4.9	8.2	4.3	7.6	2.4	4.8	3.1	5.2	5.5	6	48.1	0
88	2	0	0	0	1	7.7	2.6	8	6.7	3.5	7.2	4.3	5.9	6.9	7.7	5.1	3.9	4.3	8.2	7.6	8.2	52.1	0
89	2	1	0	0	1	9.1	3.6	5.5	5.4	4.2	6.2	4.6	8.3	6.5	4.1	4.6	4.3	3.9	7.3	6.5	7.4	59.1	0
90	2	1	0	1	1	5.5	5.5	7.7	7	5.6	5.7	8.2	6.3	7.4	4.9	5.5	6.7	4.9	8.2	7.6	9.3	59.1	1
91	3	1	0	0	0	9.1	3.7	7	4.1	4.4	6.3	5.4	7.3	7.5	4.6	4.4	3	3.3	7.4	7.9	7.9	58.1	1
92	1	1	0	1	0	7.1	4.2	4.1	2.6	2.1	3.3	4.5	9.9	5.5	3.5	2	4	2.4	4.8	5	6.5	51.1	0
93	3	1	1	0	1	9.2	3.9	4.6	5.3	4.2	8.4	4.8	7.1	6.2	6.6	4.4	2.6	4.2	7.6	7.5	8.6	72.1	0
94	3	0	1	1	1	9.3	3.5	5.4	7.8	4.6	7.5	5.9	4.6	6.4	4.9	4.8	4.1	4.6	8.9	7.6	8.9	72.1	1
95	3	1	1	0	0	9.3	3.8	4	4.6	4.7	6.4	5.5	7.4	5.3	4.8	3.6	3.2	3.4	7.7	7.3	8.4	59.1	1
96	1	1	0	0	1	8.6	4.8	5.6	5.3	2.3	6	5.7	6.7	5.8	3.6	4.9	3.6	3.6	7.3	8.1	8.1	50.1	1
97	1	0	0	1	1	7.4	3.4	2.6	5	4.1	4.4	4.8	7.2	4.5	6.4	4.2	5.6	3.7	6.3	5.5	7.2	48.1	0
98	1	0	0	0	1	8.7	3.2	3.3	3.2	3.1	6.1	2.9	5.6	5	4.3	3.1	2.9	2.5	5.4	7	7.7	51.1	0
99	2	1	0	1	1	7.8	4.9	5.8	5.3	5.2	5.3	7.1	7.9	6	5.7	4.3	4.9	3.9	6.4	7.1	7.4	61.1	0
100	2	1	1	1	0	7.9	3	4.4	5.1	5.9	4.2	4.8	9.7	5.7	5.8	3.4	5.4	3.5	6.4	7.3	7	57.1	0
